dataset,n,p,model,nu,kernel,gamma,AUC,Accuracy,Precision,Recall,BalAcc,failure,contamination,n_estimators,n_neighbors,eps,min_samples,M
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.5,15.0,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.5,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.6,15.0,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.6,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.7,15.0,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.7,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.7999999999999999,15.0,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.7999999999999999,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.8999999999999999,15.0,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.8999999999999999,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,1.0,15.0,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,1.0,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,0.8333333333333333,0.9902912621359224,1.0,0.6666666666666666,0.8333333333333333,False,,,,1.1,15.0,
ring_outliers,1030,2,DBSCAN,,,,0.8833333333333333,0.9932038834951455,1.0,0.7666666666666667,0.8833333333333333,False,,,,1.1,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,0.8333333333333333,0.9902912621359224,1.0,0.6666666666666666,0.8333333333333333,False,,,,1.2,15.0,
